Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,Rsqrt70,KERNEL_AIVEC,1,271,3.0,1764070210399084.777	,1764070210399087.777	
0,Mul71,KERNEL_AIVEC,1,272,2.395,1764070210399087.839	,1764070210399090.234	
0,Mul71,KERNEL_AIVEC,1,273,2.27,1764070210399090.298	,1764070210399092.568	
0,Sub72,KERNEL_AIVEC,1,274,2.645,1764070210399092.652	,1764070210399095.297	
0,trans_TransData_27,KERNEL_AIVEC,1,275,2.52,1764070210399095.360	,1764070210399097.880	
0,Mul73,KERNEL_AIVEC,1,276,26.562,1764070210399097.944	,1764070210399124.506	
0,trans_TransData_28,KERNEL_AIVEC,1,277,2.395,1764070210399124.589	,1764070210399126.984	
0,Add74,KERNEL_AIVEC,1,278,18.625,1764070210399127.069	,1764070210399145.694	
0,Conv2D77,KERNEL_AICORE,1,279,78.916,1764070210878935.277	,1764070210879014.193	
0,Add69,KERNEL_AIVEC,1,280,3.104,1764070210879090.006	,1764070210879093.110	
0,Rsqrt70,KERNEL_AIVEC,1,281,2.708,1764070210879167.652	,1764070210879170.360	
0,Mul71,KERNEL_AIVEC,1,282,3.354,1764070210879248.485	,1764070210879251.839	
0,Mul71,KERNEL_AIVEC,1,283,2.125,1764070210879285.756	,1764070210879287.881	
0,Sub72,KERNEL_AIVEC,1,284,2.416,1764070210879330.131	,1764070210879332.547	
0,trans_TransData_27,KERNEL_AIVEC,1,285,2.354,1764070210879398.131	,1764070210879400.485	
0,Mul73,KERNEL_AIVEC,1,286,18.0,1764070210879420.923	,1764070210879438.923	
0,trans_TransData_28,KERNEL_AIVEC,1,287,2.083,1764070210879473.214	,1764070210879475.297	
0,Add74,KERNEL_AIVEC,1,288,18.187,1764070210879493.027	,1764070210879511.214	
0,Add78,KERNEL_AIVEC,1,289,25.958,1764070211350808.089	,1764070211350834.047	
0,Relu75,KERNEL_AIVEC,1,290,18.0,1764070211350948.631	,1764070211350966.631	
0,Conv2D76,KERNEL_AICORE,1,291,796.812,1764070211351025.839	,1764070211351822.651	
0,Add69,KERNEL_AIVEC,1,292,3.583,1764070211351822.735	,1764070211351826.318	
0,Rsqrt70,KERNEL_AIVEC,1,293,2.708,1764070211351826.381	,1764070211351829.089	
0,Mul71,KERNEL_AIVEC,1,294,2.479,1764070211351829.173	,1764070211351831.652	
0,Mul71,KERNEL_AIVEC,1,295,2.208,1764070211351831.714	,1764070211351833.922	
0,Sub72,KERNEL_AIVEC,1,296,2.666,1764070211351834.006	,1764070211351836.672	
0,trans_TransData_27,KERNEL_AIVEC,1,297,2.645,1764070211351836.756	,1764070211351839.401	
0,Mul73,KERNEL_AIVEC,1,298,26.229,1764070211351839.464	,1764070211351865.693	
0,trans_TransData_28,KERNEL_AIVEC,1,299,2.354,1764070211351865.756	,1764070211351868.110	
0,Add74,KERNEL_AIVEC,1,300,18.416,1764070211351868.173	,1764070211351886.589	
0,Relu75,KERNEL_AIVEC,1,301,17.645,1764070211351886.652	,1764070211351904.297	
0,Conv2D76,KERNEL_AICORE,1,302,758.125,1764070211351904.381	,1764070211352662.506	
0,Add69,KERNEL_AIVEC,1,303,2.458,1764070211352662.589	,1764070211352665.047	
0,Rsqrt70,KERNEL_AIVEC,1,304,2.562,1764070211352665.110	,1764070211352667.672	
0,Mul71,KERNEL_AIVEC,1,305,2.354,1764070211352667.756	,1764070211352670.110	
0,Mul71,KERNEL_AIVEC,1,306,2.333,1764070211352670.173	,1764070211352672.506	
0,Sub72,KERNEL_AIVEC,1,307,2.395,1764070211352672.589	,1764070211352674.984	
0,trans_TransData_27,KERNEL_AIVEC,1,308,2.041,1764070211352675.069	,1764070211352677.110	
0,Mul73,KERNEL_AIVEC,1,309,27.041,1764070211352677.194	,1764070211352704.235	
0,trans_TransData_28,KERNEL_AIVEC,1,310,2.062,1764070211352704.298	,1764070211352706.360	
0,Add74,KERNEL_AIVEC,1,311,18.104,1764070211352706.423	,1764070211352724.527	
0,Add78,KERNEL_AIVEC,1,312,33.895,1764070211352724.610	,1764070211352758.505	
0,Relu75,KERNEL_AIVEC,1,313,17.791,1764070211352758.569	,1764070211352776.360	
0,N/A,MEMCPY_ASYNC,1,314,3.229,1764070211849632.923	,1764070211849636.152	
0,Fill79,KERNEL_AIVEC,1,315,4.02,1764070211849784.860	,1764070211849788.880	
0,trans_TransData_30,KERNEL_AIVEC,1,316,3.791,1764070211849854.589	,1764070211849858.380	
0,Cast80,KERNEL_AIVEC,1,317,4.333,1764070212311645.506	,1764070212311649.839	
0,atomic_memset-1_801,KERNEL_AIVEC,1,318,4.062,1764070212912074.152	,1764070212912078.214	
0,trans_TransData_31,KERNEL_AIVEC,1,319,3.916,1764070212912132.173	,1764070212912136.089	
0,Cumsum81,KERNEL_AIVEC,1,320,13.666,1764070212912170.277	,1764070212912183.943	
0,trans_TransData_34,KERNEL_AIVEC,1,321,5.145,1764070212912231.631	,1764070212912236.776	
0,Cast80,KERNEL_AIVEC,1,322,3.208,1764070212912714.548	,1764070212912717.756	
0,atomic_memset-1_812,KERNEL_AIVEC,1,323,3.541,1764070213430213.777	,1764070213430217.318	
0,trans_TransData_35,KERNEL_AIVEC,1,324,3.979,1764070213430281.777	,1764070213430285.756	
0,Cumsum82,KERNEL_AIVEC,1,325,57.166,1764070213430321.298	,1764070213430378.464	
0,trans_TransData_38,KERNEL_AIVEC,1,326,3.791,1764070213430378.527	,1764070213430382.318	
0,trans_TransData_39,KERNEL_AIVEC,1,327,5.083,1764070213915674.673	,1764070213915679.756	
0,N/A,MEMCPY_ASYNC,1,328,34.833,1764070213921502.819	,1764070213921537.652	
0,Add84,KERNEL_AIVEC,1,329,3.791,1764070214400206.006	,1764070214400209.797	
0,trans_TransData_41,KERNEL_AIVEC,1,330,5.083,1764070214893693.839	,1764070214893698.922	
